standardized_species,total_images,has_any_trait_label,has_any_mask_label
otocinclus affinis,4,False,False
otolithes cuvieri,1,False,True
otopharynx heterodon,1,False,True
otopharynx tetraspilus,2,False,True
oxycheilinus arenatus,1,False,True
oxycheilinus orientalis,7,False,True
oxycheilinus unifasciatus,3,False,True
oxycirrhites typus,1,False,True
oxyeleotris marmorata,4,False,True
oxylapia polli,1,False,True
oxymonacanthus longirostris,1,False,True
oxyporhamphus convexus,2,False,True
oxyurichthys lonchotus,1,False,True
oxyurichthys papuensis,1,False,True
pachypanchax playfairii,8,False,True
pagellus acarne,1,False,True
pagellus affinis,6,False,False
pagellus bellottii,6,False,True
pagellus bogaraveo,1,False,True
pagrus auratus,6,False,True
pamphorichthys,1,False,True
pamphorichthys scalpridens,4,False,False
pampus cinereus,1,False,True
pangasianodon gigas,1,False,True
pangasianodon hypophthalmus,1,False,True
pangio agma,5,False,False
pangio anguillaris,7,False,True
pangio myersi,5,False,False
parabembras multisquamata,2,False,True
parabembras robinsoni,1,False,True
parabothus budkeri,6,False,True
parabothus filipes,16,False,False
paracaesio kusakarii,1,False,True
paracaesio sordida,5,False,True
paracanthobrama guichenoti,1,False,True
paracanthocobitis maekhlongensis,6,False,False
paracanthurus carneus,4,False,False
paracetopsis esmeraldas,1,False,True
paracheilinus attenuatus,1,False,True
paracheilinus bellae,1,False,True
paracheilinus mccoskeri,1,False,True
paracheirodon axelrodi,1,False,True
parachela oxygastroides,1,False,True
parachondrostoma toxostoma,1,False,True
parachromis managuensis,4,False,False
paracirrhites arcatus,4,False,True
paracirrhites hemistictus,1,False,True
paracirrhites nisus,1,False,True
paraclinus altivelis,1,False,True
paraclinus beebei,1,False,True
paraclinus fasciatus,1,False,True
paraclinus integripinnis,4,False,False
paraclinus marmoratus,2,False,True
parahypsos piersoni,1,False,True
parakneria abbreviata,7,False,True
parakneria thysi,1,False,True
parakysis verrucosus,1,False,True
paralaubuca typus,4,False,True
paralichthys adspersus,7,False,False
paralichthys albigutta,4,False,False
paralichthys dentatus,11,False,False
parambassis gulliveri,2,False,True
parambassis siamensis,4,False,True
parambassis tenasserimensis,2,False,True
parambassis vollmeri,5,False,True
parambassis wolffii,1,False,True
paramormyrops kingsleyae,5,False,False
paramormyrops longicaudatus,1,False,True
paramormyrops sphekodes,1,False,True
paraneetroplus gibbiceps,7,False,True
parapercis alboguttata,2,False,True
parapercis allporti,1,False,True
parapercis bimacula,1,False,True
parapercis colemani,1,False,True
parapercis cylindrica,1,False,True
parapercis filamentosa,1,False,True
parapercis lineopunctata,1,False,True
parapercis maculata,1,False,True
parapercis punctulata,5,False,True
parapercis robinsoni,3,False,True
parapercis somaliensis,1,False,True
parapriacanthus ransonneti,13,False,True
parapristipoma humile,1,False,True
pararhinichthys bowersi,8,False,True
parasalmo evermanni,1,False,True
parascolopsis eriomma,7,False,True
parascombrops philippinensis,1,False,True
parascorpaena picta,1,False,True
parastromateus niger,6,False,True
paravandellia oxyptera,4,False,False
parequula melbournensis,1,False,True
paretroplus kieneri,4,False,False
paretroplus maculatus,6,False,True
paretroplus nourissati,8,False,True
pareutropius longifilis,5,False,False
parexocoetus brachypterus,1,False,True
parodon apolinari,1,False,True
parodon bifasciatus,4,False,True
parodon caliensis,4,False,False
parodon guyanensis,1,False,True
parodon pongoensis,4,False,True
parosphromenus deissneri,1,False,True
parupeneus barberinus,1,False,True
parupeneus ciliatus,4,False,False
parupeneus crassilabris,1,False,True
parupeneus indicus,2,False,True
parupeneus margaritatus,5,False,False
parupeneus porphyreus,1,False,True
parupeneus rubescens,1,False,True
pascua caudilinea,5,False,True
pavoclinus graminis,1,False,True
pectenocypris balaena,5,False,False
pectenocypris korthausae,6,False,True
pelasgus stymphalicus,1,False,True
pellonula leonensis,10,False,True
pelmatolapia mariae,4,False,False
pempheris adspersa,1,False,True
pempheris japonica,1,False,True
pempheris malabarica,2,False,True
pempheris mangula,6,False,True
pempheris otaitensis,1,False,True
pempheris oualensis,3,False,True
pempheris rapa,2,False,True
pempheris xanthoptera,1,False,True
pempheris ypsilychnus,1,False,True
pentaceros decacanthus,1,False,True
pentapodus caninus,7,False,True
pentapodus nagasakiensis,1,False,True
pentapodus paradiseus,4,False,False
percilia gillissi,1,False,True
percina cymatotaenia,4,False,False
percina fulvitaenia,1,False,True
percina shumardi,1,False,True
percopsis omiscomaycus,1,False,True
periophthalmodon schlosseri,6,False,False
periophthalmodon septemradiatus,4,False,False
periophthalmus argentilineatus,1,False,True
periophthalmus novemradiatus,11,False,False
peristedion brevirostre,5,False,False
peristedion crustosum,4,False,False
peristedion longispatha,4,False,False
pervagor marginalis,1,False,True
pervagor nigrolineatus,1,False,True
pervagor randalli,1,False,True
pervagor spilosoma,1,False,True
petitella georgiae,1,False,True
petrocephalus bane,8,False,True
petrocephalus bovei,13,False,True
petrocephalus levequei,8,False,True
petrocephalus simus,1,False,True
petrocephalus soudanensis,12,False,True
petrocephalus sullivani,11,False,True
petromyzon marinus,8,False,False
petroscirtes variabilis,1,False,True
phalacronotus apogon,4,False,True
phalloptychus januarius,1,False,True
phenacogaster,16,False,True
phenacogaster microstictus,7,False,False
phenacogrammus aurantiacus,14,False,False
phenacoscorpius megalops,1,False,True
philypnodon grandiceps,1,False,True
pholis gunnellus,7,False,False
photoblepharon steinitzi,3,False,True
photopectoralis aureus,1,False,True
phoxinus bigerri,5,False,True
phoxinus septimaniae,6,False,False
phoxinus steindachneri,1,False,True
phractura brevicauda,7,False,False
phractura intermedia,7,False,False
physiculus nematopus,4,False,True
physiculus rastrelliger,1,False,True
piaractus brachypomus,4,False,False
pimelodella macturki,1,False,True
pimelodella megalops,1,False,True
pimelodus eutaenia,8,False,False
pinjalo lewisi,9,False,True
placidochromis lineatus,5,False,True
plagiotremus goslinei,1,False,True
plagopterus argentissimus,9,False,True
planaltina myersi,1,False,True
platax pinnatus,2,False,True
platydoras costatus,1,False,True
platygobio gracilis,6,False,False
platynematichthys notatus,1,False,True
plectorhinchus chaetodonoides,1,False,True
plectorhinchus chubbi,1,False,True
plectorhinchus cinctus,20,False,True
plectorhinchus flavomaculatus,1,False,True
plectorhinchus gibbosus,5,False,True
plectorhinchus lessonii,8,False,True
plectorhinchus lineatus,1,False,True
plectorhinchus pictus,1,False,True
plectorhinchus picus,4,False,False
plectorhinchus playfairi,1,False,True
plectorhinchus polytaenia,5,False,False
plectorhinchus vittatus,11,False,True
plectranthias gardineri,1,False,True
plectranthias longimanus,5,False,True
plectroglyphidodon dickii,2,False,True
plectroglyphidodon emeryi,2,False,True
plectroglyphidodon flaviventris,1,False,True
plectroglyphidodon imparipennis,4,False,True
plectroglyphidodon phoenixensis,2,False,True
plectropomus areolatus,12,False,True
plectropomus laevis,8,False,True
plectropomus oligacanthus,6,False,True
plectropomus pessuliferus,1,False,True
plesiops corallicola,1,False,True
plesiops mystaxus,1,False,True
plesiops oxycephalus,2,False,True
plesiops polydactylus,1,False,True
plicofollis tonggol,1,False,True
plotosus canius,1,False,True
poecilia mexicana,11,False,False
poecilia reticulata,4,False,False
poeciliopsis latidens,4,False,False
poeciliopsis presidionis,7,False,True
pogonichthys macrolepidotus,10,False,True
pollachius pollachius,1,False,True
polycentropsis abbreviata,1,False,True
polydactylus microstomus,1,False,True
polydactylus octonemus,1,False,True
polydactylus persicus,1,False,True
polydactylus sexfilis,2,False,True
polyipnus ovatus,2,False,True
polylepion russelli,1,False,True
polynemus paradiseus,1,False,True
polyprion oxygeneios,1,False,True
polypterus retropinnis,1,False,True
polypterus senegalus,4,False,True
polysteganus baissaci,1,False,True
pomacanthus annularis,1,False,True
pomacanthus arcuatus,4,False,False
pomacanthus chrysurus,1,False,True
pomacanthus paru,5,False,True
pomacanthus semicirculatus,1,False,True
pomacanthus sexstriatus,1,False,True
pomacentrus albicaudatus,1,False,True
pomacentrus amboinensis,1,False,True
pomacentrus aquilus,7,False,True
pomacentrus bankanensis,1,False,True
pomacentrus coelestis,5,False,False
pomacentrus grammorhynchus,1,False,True
pomacentrus leptus,2,False,True
pomacentrus melanochir,1,False,True
pomacentrus milleri,1,False,True
pomacentrus moluccensis,6,False,True
pomacentrus pavo,1,False,True
pomacentrus philippinus,2,False,True
pomacentrus simsiang,1,False,True
pomacentrus tripunctatus,1,False,True
pomachromis fuscidorsalis,1,False,True
pomachromis richardsoni,1,False,True
pomadasys commersonnii,1,False,True
pomadasys kaakan,3,False,True
pomadasys olivaceus,1,False,True
pomadasys stridens,1,False,True
pomatomus saltatrix,2,False,True
pomatoschistus flavescens,5,False,False
pontinus rhodochrous,4,False,False
pontinus sierra,1,False,True
poromitra nigrofulva,1,False,True
poropuntius bolovenensis,11,False,False
poropuntius normani,9,False,True
potamalosa richmondia,1,False,True
potamarius grandoculis,1,False,True
potamotrygon motoro,9,False,False
praealticus bilineatus,1,False,True
praealticus caesius,1,False,True
priocharax ariel,17,False,False
priolepis aureoviridis,4,False,False
priolepis fallacincta,1,False,True
priolepis hipoliti,1,False,True
priolepis nocturna,1,False,True
priolepis randalli,1,False,True
prionurus laticlavius,12,False,False
pristiapogon exostigma,3,False,True
pristiapogon fraenatus,1,False,True
pristicon rufus,5,False,True
pristicon trimaculatus,3,False,True
pristigenys niphonia,2,False,True
pristigenys serrula,1,False,True
pristilepis oligolepis,5,False,False
pristipomoides argyrogrammicus,1,False,True
pristipomoides flavipinnis,2,False,True
pristipomoides typus,6,False,False
pristis pectinata,5,False,False
pristolepis fasciata,8,False,True
prochilodus mariae,1,False,True
prochilodus reticulatus,4,False,False
prochilodus rubrotaeniatus,1,False,True
profundulus punctatus,1,False,True
prognichthys brevipinnis,1,False,True
prognichthys gibbifrons,1,False,True
prolabeops melanhypopterus,1,False,True
prosopium coulterii,1,False,True
protomelas fenestratus,1,False,True
protomelas labridens,1,False,True
psammogobius biocellatus,4,False,False
psectrogaster falcata,1,False,True
psenes cyanophrys,3,False,True
psenopsis obscura,6,False,False
psettichthys melanostictus,2,False,True
pseudacanthicus fordii,6,False,False
pseudamia amblyuroptera,1,False,True
pseudamiops gracilicauda,1,False,True
pseudanthias bartlettorum,1,False,True
pseudanthias huchtii,1,False,True
pseudanthias lori,1,False,True
pseudanthias nobilis,1,False,True
pseudanthias pictilis,4,False,False
pseudanthias pleurotaenia,1,False,True
pseudanthias sheni,1,False,True
pseudanthias smithvanizi,1,False,True
pseudanthias squamipinnis,5,False,True
pseudanthias thompsoni,1,False,True
pseudanthias tuka,1,False,True
pseudaspius septentrionalis,5,False,False
pseudauchenipterus nodosus,2,False,True
pseudobagrus medianalis,8,False,False
pseudobalistes fuscus,8,False,True
pseudobunocephalus amazonicus,4,False,False
pseudocheilinus tetrataenia,1,False,True
pseudochromidae,1,False,True
pseudochromis bitaeniatus,1,False,True
pseudochromis coccinicauda,1,False,True
pseudochromis dixurus,1,False,True
pseudochromis fowleri,4,False,True
pseudochromis fuscus,7,False,True
pseudochromis leucorhynchus,1,False,True
pseudochromis linda,4,False,False
pseudochromis litus,5,False,False
pseudochromis nigrovittatus,1,False,True
pseudochromis persicus,1,False,True
pseudochromis perspicillatus,1,False,True
pseudochromis pylei,1,False,True
pseudochromis ransonneti,1,False,True
pseudochromis tapeinosoma,2,False,True
pseudocoris aurantiofasciata,2,False,True
pseudodax moluccanus,2,False,True
pseudogobius melanostictus,2,False,True
pseudogramma australis,1,False,True
pseudogramma brederi,2,False,True
pseudogramma galzini,4,False,True
pseudogramma thaumasia,1,False,True
pseudohomaloptera leonardi,5,False,False
pseudohomaloptera sexmaculata,12,False,False
pseudojuloides atavai,2,False,True
pseudojuloides erythrops,1,False,True
pseudojuloides mesostigma,1,False,True
pseudolaubuca jouyi,1,False,True
pseudolaubuca sinensis,1,False,True
pseudonus squamiceps,1,False,True
pseudopentaceros richardsoni,2,False,True
pseudophoxinus libani,11,False,False
pseudophoxinus syriacus,8,False,False
pseudoplatystoma fasciatum,6,False,True
pseudoplatystoma magdaleniatum,1,False,True
pseudoplesiops wassi,1,False,True
pseudorhombus tenuirastrum,1,False,True
pseudoscopelus cordilluminatus,1,False,True
pseudotriacanthus strigilifer,5,False,True
pseudovespicula dracaena,1,False,True
psilogobius mainlandi,1,False,True
psilorhynchus rahmani,1,False,True
psilorhynchus tysoni,1,False,True
pteragogus aurigarius,1,False,True
pteragogus enneacanthus,1,False,True
pteragogus pelycus,5,False,True
ptereleotris evides,5,False,True
ptereleotris microlepis,7,False,True
ptereleotris zebra,2,False,True
pterocaesio digramma,1,False,True
pterocaesio randalli,3,False,True
pterocryptis buccata,4,False,False
pterocryptis cochinchinensis,1,False,True
pterogobius daimio,1,False,True
pteroidichthys amboinensis,1,False,True
pterois mombasae,1,False,True
pterois volitans,9,False,False
pterolebias longipinnis,1,False,True
pteronemacheilus meridionalis,9,False,False
pterophyllum altum,4,False,False
pterygoplichthys pardalis,8,False,False
pterygotrigla spirai,1,False,True
ptychidio jordani,1,False,True
ptychocheilus umpquae,5,False,False
ptychochromis oligacanthus,4,False,True
puntigrus tetrazona,4,False,False
puntioplites proctozystron,7,False,False
puntius masyai,1,False,True
pycnochromis bami,1,False,True
pyrrhulina obermulleri,1,False,True
rabaulichthys stigmaticus,1,False,True
raiamas guttatus,5,False,True
rasbora aurotaenia,11,False,True
rasbora bankanensis,4,False,False
rasbora borapetensis,4,False,False
rasbora cephalotaenia,1,False,True
rasbora dusonensis,1,False,True
rasbora philippina,8,False,False
rasbora rasbora,1,False,True
rasbora rutteni,1,False,True
rasbora spilocerca,11,False,False
rasbora spilotaenia,1,False,True
rasbora tubbi,1,False,True
rastrineobola argentea,1,False,True
rectoris mutabilis,1,False,True
repomucenus sagitta,7,False,True
retropinna,2,False,True
retropinna semoni,1,False,True
rhabdalestes septentrionalis,2,False,True
rhabdamia mentalis,1,False,True
rhabdoblennius papuensis,1,False,True
rhabdoblennius rhabdotrachelus,1,False,True
rhabdolichops jegui,10,False,False
rhabdosargus globiceps,4,False,True
rhabdosargus haffara,1,False,True
rhamdella rusbyi,1,False,True
rhamdia laticauda,1,False,True
rhamdia laukidi,1,False,True
rhamdia quelen,4,False,True
rhinecanthus assasi,5,False,True
rhinecanthus lunula,1,False,True
rhinecanthus verrucosus,1,False,True
rhinichthys evermanni,7,False,True
rhinichthys falcatus,7,False,False
rhinichthys umatilla,5,False,False
rhinichthys ventricosus,1,False,True
rhinichthys yarrowi,9,False,False
rhinobatos blochii,4,False,False
rhinogobius carpenteri,5,False,True
rhinogobius mekongianus,8,False,False
rhinogobius philippinus,6,False,False
rhinogobius similis,5,False,True
rhodeus atremius,5,False,False
rhodeus sciosemus,5,False,False
rhomboplites aurorubens,4,False,False
rhombosolea tapirina,1,False,True
rhonciscus crocro,6,False,True
rhynchopelates oxyrhynchus,1,False,True
rhynocoris modestus,5,False,False
richardsonichthys leucogaster,1,False,True
richardsonius humboldti,1,False,True
richardsonius thermophilus,1,False,True
rimicola muscarum,1,False,True
rita chrysea,6,False,True
romanogobio kesslerii,7,False,False
rypticus carpenteri,1,False,True
rypticus saponaceus,1,False,True
saccodon wagneri,1,False,True
sagamia russula,1,False,True
salaria fluviatilis,1,False,True
salmo,4,False,False
salmo marmoratus,1,False,True
salmo obtusirostris,1,False,True
samaris chesterfieldensis,8,False,True
samaris spinea,7,False,False
samariscus desoutterae,6,False,False
samariscus sunieri,7,False,False
samariscus triocellatus,2,False,True
sandelia bainsii,1,False,True
sandelia capensis,1,False,True
sarcocheilichthys nigripinnis,4,False,False
sarcocheilichthys sinensis,5,False,False
sarda australis,1,False,True
sardinella aurita,8,False,False
sardinella fimbriata,4,False,True
sardinella longiceps,20,False,True
sardinella marquesensis,1,False,True
sargocentron cornutum,1,False,True
sargocentron ensifer,1,False,True
sargocentron hastatum,1,False,True
sargocentron iota,1,False,True
sargocentron lepros,1,False,True
sargocentron macrosquamis,1,False,True
sargocentron microstoma,2,False,True
sargochromis carlottae,1,False,True
sargochromis giardi,1,False,True
sargochromis greenwoodi,1,False,True
sarotherodon occidentalis,6,False,True
sarotherodon tournieri,7,False,True
sartor elongatus,2,False,True
saurida caribbaea,8,False,False
saurida flamma,5,False,True
saurida sinaitica,5,False,True
saurida undosquamis,6,False,True
saurogobio dabryi,7,False,True
scalicus engyceros,1,False,True
scaphiodonichthys burmanicus,11,False,True
scartelaos histophorus,1,False,True
scarus caudofasciatus,5,False,True
scarus falcipinnis,1,False,True
scarus ferrugineus,2,False,True
scarus frenatus,8,False,False
scarus iseri,5,False,True
scarus longipinnis,1,False,True
scarus niger,20,False,True
scarus oviceps,1,False,True
scarus persicus,7,False,False
scarus prasiognathos,1,False,True
scarus rubroviolaceus,7,False,True
scarus russelii,7,False,True
scarus scaber,6,False,False
scarus spinus,5,False,False
scarus tricolor,10,False,True
scarus zufar,1,False,True
scatophagus argus,2,False,True
schedophilus medusophagus,1,False,True
schedophilus pemarco,1,False,True
schilbe bocagii,7,False,False
schismatorhynchos holorhynchos,1,False,True
schistura aurantiaca,6,False,False
schistura deignani,5,False,True
schistura mahnerti,4,False,False
schistura pantherina,4,False,True
schistura poculi,1,False,True
schistura schultzi,6,False,True
schistura sexcauda,7,False,False
schizodon vittatus,4,False,True
schizothorax davidi,1,False,True
schizothorax prenanti,1,False,True
schubotzia,1,False,True
schultzea beta,1,False,True
schultzichthys bondi,2,False,True
sciades herzbergii,1,False,True
scleronema minutum,5,False,False
scleropages jardinii,2,False,True
scleropages leichardti,2,False,True
scoliodon laticaudus,5,False,False
scolopsis frenata,1,False,True
scolopsis ghanam,7,False,True
scolopsis margaritifera,2,False,True
scolopsis taeniata,5,False,False
scolopsis taenioptera,6,False,True
scolopsis trilineata,1,False,True
scomber japonicus,1,False,True
scomberomorus guttatus,1,False,True
scombrops,1,False,True
scombrops oculatus,2,False,True
scorpaena calcarata,1,False,True
scorpaena cardinalis,1,False,True
scorpaena cocosensis,1,False,True
scorpaena colorata,1,False,True
scorpaena maderensis,1,False,True
scorpaena orgila,4,False,False
scorpaena pascuensis,7,False,False
scorpaenodes chincha,1,False,True
scorpaenodes evides,20,False,True
scorpaenodes hirsutus,6,False,True
scorpaenodes scaber,2,False,True
scorpaenodes varipinnis,5,False,False
scorpaenopsis brevifrons,7,False,True
scorpaenopsis cirrosa,1,False,True
scorpaenopsis cotticeps,5,False,True
scorpaenopsis furneauxi,1,False,True
scorpaenopsis macrochir,1,False,True
scorpaenopsis neglecta,1,False,True
scorpaenopsis pusilla,1,False,True
scorpaenopsis ramaraoi,6,False,False
scorpaenopsis venosa,3,False,True
scorpaenopsis vittapinna,1,False,True
scorpis chilensis,1,False,True
scyliorhinus retifer,5,False,False
scyliorhinus torrei,4,False,False
sebastapistes coniorta,6,False,True
sebastapistes cyanostigma,1,False,True
sebastapistes galactacma,4,False,False
sebastes dallii,1,False,True
sebastes diploproa,1,False,True
sebastes eigenmanni,1,False,True
sebastes emphaeus,2,False,True
sebastes gilberti,1,False,True
sebastes itinus,1,False,True
sebastes melanosema,1,False,True
sebastes melanostomus,1,False,True
sebastes saxicola,1,False,True
sebastes semicinctus,1,False,True
sebastiscus marmoratus,1,False,True
sectator ocyurus,4,False,False
selar boops,1,False,True
selar crumenophthalmus,2,False,True
selene vomer,1,False,True
selenotoca multifasciata,1,False,True
seriola dumerili,4,False,False
seriola lalandi,4,False,False
seriola rivoliana,1,False,True
serpenticobitis cingulata,1,False,True
serpenticobitis zonata,1,False,True
serranochromis macrocephalus,4,False,True
serranochromis stappersi,1,False,True
serranus cabrilla,6,False,True
serranus scriba,4,False,False
serrasalmus geryi,1,False,True
sewellia lineolata,6,False,False
sicydium plumieri,4,False,False
sicyopus nigriradiatus,4,False,False
siganus abhortani,1,False,True
siganus guttatus,1,False,True
siganus punctatissimus,2,False,True
siganus randalli,2,False,True
siganus uspi,2,False,True
siganus virgatus,3,False,True
siganus vulpinus,2,False,True
sikukia gudgeri,5,False,False
silhouettea nuchipunctatus,4,False,False
sillago asiatica,1,False,True
sillago intermedius,1,False,True
sillago sihama,18,False,True
sillago vincenti,1,False,True
silurus,1,False,True
sinibrama taeniatus,1,False,True
sio nordenskjoldii,1,False,True
solea elongata,2,False,True
solea stanalandi,1,False,True
solenostomus cyanopterus,4,False,False
sparidentex hasta,1,False,True
sparisoma choati,5,False,True
sparisoma rubripinne,2,False,True
spatuloricaria gymnogaster,5,False,False
sphoeroides parvus,4,False,False
sphyraena acutipinnis,1,False,True
sphyraena helleri,1,False,True
sphyraena lucasana,5,False,False
spicara smaris,4,False,False
spondyliosoma cantharus,4,False,False
spratelloides delicatulus,1,False,True
spratellomorpha bianalis,1,False,True
springeratus xanthosoma,2,False,True
squalidus chankaensis,6,False,True
squalidus gracilis,1,False,True
squalidus japonicus,6,False,False
squalius cephalus,2,False,True
squalius fellowesii,5,False,False
squalus megalops,4,False,False
squatina japonica,4,False,False
stanulus seychellensis,1,False,True
starksia sluiteri,2,False,True
starksia spinipenis,1,False,True
stathmonotus stahli,1,False,True
stegastes diencaeus,2,False,True
stegastes flavilatus,1,False,True
stegastes leucostictus,1,False,True
stegastes pelicieri,1,False,True
stegastes variabilis,2,False,True
steindachneridion amblyurum,1,False,True
steindachneridion doceanum,1,False,True
steindachnerina binotata,1,False,True
steindachnerina guentheri,1,False,True
steindachnerina hypostoma,1,False,True
steindachnerina insculpta,1,False,True
steindachnerina leucisca,1,False,True
stenobrachius leucopsarus,1,False,True
stenogobius hawaiiensis,5,False,True
sternarchogiton porcinum,4,False,True
sternoptyx diaphana,4,False,True
sternopygus macrurus,8,False,True
stethojulis terina,8,False,True
stomatorhinus ater,1,False,True
stomias colubrinus,1,False,True
stromateus xanthurus,13,False,True
strongylura strongylura,2,False,True
strongylura urvillii,1,False,True
stylurus olivaceus,1,False,True
suezichthys arquatus,2,False,True
suezichthys gracilis,2,False,True
suggrundus cooperi,1,False,True
sundasalanx praecox,4,False,True
suttonia lineata,4,False,True
syacium micrurum,1,False,True
symbolophorus californiensis,1,False,True
symphorichthys spilurus,5,False,False
symphysanodon berryi,1,False,True
symphysanodon maunaloae,1,False,True
symphysodon aequifasciata,1,False,True
synanceia alula,7,False,False
synaptolaemus cingulatus,1,False,True
synchiropus circularis,1,False,True
syncrossus hymenophysa,9,False,False
syncrossus reversa,1,False,True
syngnathoides biaculeatus,4,False,False
syngnathus scovelli,4,False,False
synodontis comoensis,1,False,True
synodontis rukwaensis,5,False,True
synodontis violaceus,1,False,True
synodus doaki,8,False,True
synodus falcatus,1,False,True
synodus fasciapelvicus,1,False,True
synodus jaculum,5,False,True
synodus kaianus,1,False,True
synodus lobeli,1,False,True
synodus randalli,1,False,True
synodus similis,3,False,True
synodus synodus,1,False,True
synodus ulae,6,False,False
systomus sarana,1,False,True
systomus sarana subnasutus,1,False,True
tachysurus brevianalis,13,False,False
tachysurus intermedius,5,False,False
taeniamia biguttata,4,False,False
taeniamia buruensis,2,False,True
taeniamia fucata,8,False,True
takifugu exascurus,1,False,True
takifugu porphyreus,1,False,True
taractichthys steindachneri,1,False,True
tatia galaxias,1,False,True
tautogolabrus adspersus,4,False,False
tetragonopterus rufipes,1,False,True
tetragonurus cuvieri,4,False,False
tetraodon lineatus,1,False,True
tetraodon mbu,1,False,True
tetrosomus gibbosus,1,False,True
thalassobathia pelagica,1,False,True
thalassoma amblycephalum,2,False,True
thalassoma ballieui,1,False,True
thalassoma genivittatum,11,False,True
thalassoma jansenii,7,False,True
thalassoma lunare,7,False,False
thoburnia rhothoeca,6,False,True
thrattidion noctivagus,1,False,True
thryssa mystax,1,False,True
thryssocypris tonlesapensis,4,False,False
thunnus albacares,2,False,True
thynnichthys thynnoides,1,False,True
thysanophrys celebica,4,False,False
tigrigobius saucrus,1,False,True
tilapia brevimanus,1,False,True
tinca tinca,5,False,True
tometes lebaili,9,False,True
tometes makue,5,False,True
tomicodon chilensis,1,False,True
tomicodon eos,1,False,True
tomocichla asfraci,1,False,True
tor putitora,7,False,False
tor tambroides,4,False,True
toxotes jaculatrix,2,False,True
toxotes microlepis,6,False,True
trachichthys australis,1,False,True
trachinotus africanus,1,False,True
trachinotus botla,1,False,True
trachurus symmetricus,4,False,False
trachycorystes trachycorystes,1,False,True
trachydoras paraguayensis,1,False,True
trachypoma macracanthus,1,False,True
trachyrhamphus bicoarctatus,5,False,False
tragulichthys jaculiferus,1,False,True
tramitichromis lituris,1,False,True
tramitichromis variabilis,1,False,True
trematocara unimaculatum,1,False,True
triacanthodes intermedius,1,False,True
triacanthus biaculeatus,1,False,True
trichonotus nikii,1,False,True
trichopsis schalleri,1,False,True
trichopsis vittata,11,False,False
trigloporus lastoviza,1,False,True
triglops pingelii,5,False,False
trigonectes rogoaguae,1,False,True
trimma cheni,1,False,True
trimma emeryi,1,False,True
trimma milta,1,False,True
trimma naudei,1,False,True
trimma okinawae,1,False,True
trimma stobbsi,1,False,True
trimma striatum,5,False,True
trimma unisquame,5,False,True
trimma winterbottomi,1,False,True
trimmatom eviotops,1,False,True
triodon macropterus,1,False,True
tripodichthys blochii,1,False,True
triportheus angulatus,8,False,True
tropidophoxinellus callensis,4,False,False
tropidophoxinellus guichenoti,9,False,True
tuberoschistura baenzigeri,5,False,False
tylochromis bangwelensis,4,False,False
tylochromis jentinki,11,False,True
tylochromis lateralis,1,False,True
tylochromis regani,8,False,True
tylosurus crocodilus,7,False,True
tympanopleura atronasus,6,False,True
tympanopleura rondoni,1,False,True
uncompahgre,4,False,False
upeneus asymmetricus,1,False,True
upeneus margarethae,1,False,True
upeneus moluccensis,1,False,True
upeneus parvus,1,False,True
upeneus pori,2,False,True
upeneus tragula,5,False,True
upeneus vittatus,20,False,True
uranoscopus bicinctus,2,False,True
uranoscopus cognatus,1,False,True
uranoscopus marmoratus,1,False,True
uranoscopus oligolepis,1,False,True
uraspis secunda,5,False,False
urocampus carinirostris,6,False,False
valamugil buchanani,1,False,True
valenciennea parva,2,False,True
valenciennea persica,4,False,False
vanderhorstia ambanoro,7,False,True
varicorhinus beso,5,False,True
varicorhinus maroccanus,5,False,False
variola albimarginata,11,False,True
variola louti,10,False,False
ventrifossa vinolenta,1,False,True
verilus sordidus,1,False,True
verilus starnesi,1,False,True
vespicula trachinoides,1,False,True
vieja melanura,5,False,False
vincentia punctata,1,False,True
vinciguerria poweriae,1,False,True
wajpamheros nourissati,1,False,True
wallago attu,7,False,False
wallago leerii,1,False,True
wetmorella albofasciata,1,False,True
xanthichthys caeruleolineatus,5,False,True
xenaploactis asperrima,1,False,True
xenentodon canciloides,4,False,False
xenisthmus polyzonatus,6,False,True
xenocypris fangi,1,False,True
xenojulis margaritaceus,1,False,True
xenolepidichthys dalgleishi,5,False,False
xenotilapia longispinis,1,False,True
xenotoca eiseni,1,False,True
xenotoca variata,1,False,True
xenurobrycon heterodon,1,False,True
yongeichthys nebulosus,2,False,True
zacco platypus,1,False,True
zaireichthys zonatus,1,False,True
zapogon evermanni,6,False,True
zebrasoma desjardinii,3,False,True
zenarchopterus dispar,1,False,True
zoramia flebila,1,False,True
zoramia fragilis,1,False,True
zoramia leptacantha,1,False,True
